continent.x	country	term	estimate	std.error	statistic	p.value	continent.y	sd
Africa	Rwanda	I(year - 1952)	-0.0458314685314688	0.10968600899828	-0.417842429951002	0.684892692484912	Africa	6.55826947735801
Africa	Sao Tome and Principe	(Intercept)	48.5275641025641	0.756998357594167	64.105243579115	2.07647704854195e-14	Africa	1.39404990312431
Africa	Sao Tome and Principe	I(year - 1952)	0.340682517482517	0.0233152618607773	14.611996190171	4.49644616399307e-08	Africa	1.39404990312431
Asia	Saudi Arabia	(Intercept)	40.8141153846154	1.13028423017236	36.1096034918504	6.30470994071653e-12	Asia	2.0814742935274
Asia	Saudi Arabia	I(year - 1952)	0.649623076923077	0.0348123249399488	18.6607208235496	4.22133757171984e-09	Asia	2.0814742935274
Africa	Senegal	(Intercept)	36.7466666666667	0.506291733111549	72.5800250397739	6.01387478257504e-15	Africa	0.932361258668909
Africa	Senegal	I(year - 1952)	0.504699999999999	0.0155935930600406	32.3658568013629	1.8677420349625e-11	Africa	0.932361258668909
Europe	Serbia	(Intercept)	61.5343461538462	0.972853215119965	63.2514188137398	2.37371531778892e-14	Europe	1.79155729558298
Europe	Serbia	I(year - 1952)	0.255151048951048	0.0299635094780235	8.515392669146	6.78725361458186e-06	Europe	1.79155729558298
Africa	Sierra Leone	(Intercept)	30.8832051282051	0.447693630661006	68.9829003879439	9.98866540830114e-15	Africa	0.824449955790968
Africa	Sierra Leone	I(year - 1952)	0.214034965034965	0.0137887937636179	15.5223849674002	2.51507908959085e-08	Africa	0.824449955790968
Asia	Singapore	(Intercept)	61.8458846153846	0.386576325790451	159.983631922947	2.23649283496309e-18	Asia	0.711899417101831
Asia	Singapore	I(year - 1952)	0.340886013986014	0.0119064039896022	28.6304760264902	6.29037777110074e-11	Asia	0.711899417101831
Europe	Slovak Republic	(Intercept)	67.0098717948718	0.705834715426248	94.9370586772642	4.11657077476971e-16	Europe	1.29982952643241
Europe	Slovak Republic	I(year - 1952)	0.134044055944055	0.021739441117008	6.16593845364242	0.000106079824400236	Europe	1.29982952643241
Europe	Slovenia	(Intercept)	66.0863461538462	0.38599807694732	171.20900362119	1.13541763006336e-18	Europe	0.710834543267348
Europe	Slovenia	I(year - 1952)	0.200523776223776	0.0118885941448872	16.8669040073181	1.12711172913561e-08	Europe	0.710834543267348
Africa	Somalia	(Intercept)	34.6753974358974	1.01171831951337	34.2737664892496	1.0582982921278e-11	Africa	1.86312930689716
Africa	Somalia	I(year - 1952)	0.229573426573426	0.031160539930056	7.36744058635487	2.40436839589355e-05	Africa	1.86312930689716
Africa	South Africa	(Intercept)	49.3412820512821	2.57628499903262	19.1521054812683	3.27632267339702e-09	Africa	4.74435620274814
Africa	South Africa	I(year - 1952)	0.16915944055944	0.0793485993435143	2.13185162635473	0.0588374402613926	Africa	4.74435620274814
Europe	Spain	(Intercept)	66.4778205128206	0.55017550461738	120.830207733535	3.69813235949079e-17	Europe	1.01317539360423
Europe	Spain	I(year - 1952)	0.280930769230768	0.0169451965527466	16.5787849291859	1.33175522694897e-08	Europe	1.01317539360423
Asia	Sri Lanka	(Intercept)	59.7914871794872	0.590587866907487	101.240629091443	2.16576403614945e-16	Asia	1.08759675683492
Asia	Sri Lanka	I(year - 1952)	0.244894405594405	0.0181898819602565	13.4632212638587	9.83290992704513e-08	Asia	1.08759675683492
Africa	Sudan	(Intercept)	37.8741923076923	0.349747958495741	108.289959634328	1.10540636350834e-16	Africa	0.64407815785553
Africa	Sudan	I(year - 1952)	0.382774825174825	0.0107721042665355	35.5338953006564	7.39552932431476e-12	Africa	0.64407815785553
Africa	Swaziland	(Intercept)	46.387858974359	3.60788103461011	12.8573693337901	1.5227543738646e-07	Africa	6.64409130657407
Africa	Swaziland	I(year - 1952)	0.0950748251748249	0.111121365377603	0.855594465130535	0.412253000536055	Africa	6.64409130657407
Europe	Sweden	(Intercept)	71.605	0.11499440545833	622.682466286998	2.80790802971896e-24	Europe	0.211767883220383
Europe	Sweden	I(year - 1952)	0.166254545454545	0.00354178400638319	46.9409046838859	4.6405834038555e-13	Europe	0.211767883220383
Europe	Switzerland	(Intercept)	69.453717948718	0.116701436166038	595.140216182963	4.41419385753545e-24	Europe	0.214911464667868
Europe	Switzerland	I(year - 1952)	0.222231468531468	0.00359435990374851	61.8278287323721	2.97892951766984e-14	Europe	0.214911464667868
Asia	Syria	(Intercept)	46.1012820512821	0.721970488305514	63.8548012668539	2.15918139186145e-14	Asia	1.32954434997663
Asia	Syria	I(year - 1952)	0.55435944055944	0.0222364167923606	24.9302504866653	2.46637628567519e-10	Asia	1.32954434997663
Asia	Taiwan	(Intercept)	61.3374358974359	0.711590159192075	86.197701169838	1.08010634417578e-15	Asia	1.3104284606886
Asia	Taiwan	I(year - 1952)	0.327244755244755	0.0219167065987347	14.9312924261917	3.65396700756778e-08	Asia	1.3104284606886
Africa	Tanzania	(Intercept)	43.1084102564103	0.99623951267697	43.2711307952189	1.04355467414024e-12	Africa	1.83462431880267
Africa	Tanzania	I(year - 1952)	0.174688111888112	0.0306837985592687	5.69317099219918	0.000200178653326035	Africa	1.83462431880267
Asia	Thailand	(Intercept)	52.6564230769231	0.654270978432845	80.4810618423721	2.14334872521026e-15	Asia	1.20487235533783
Asia	Thailand	I(year - 1952)	0.347048251748252	0.0201512976045938	17.2221292423937	9.20905008822308e-09	Asia	1.20487235533783
Africa	Togo	(Intercept)	40.9774615384615	1.2667493270353	32.3485165248639	1.87769088827346e-11	Africa	2.33278151652617
Africa	Togo	I(year - 1952)	0.382592307692308	0.0390153980857447	9.80618746607375	1.90131506186042e-06	Africa	2.33278151652617
Americas	Trinidad and Tobago	(Intercept)	62.0523076923077	0.897062069869864	69.1728139852236	9.71830276900388e-15	Americas	1.65198415432892
Americas	Trinidad and Tobago	I(year - 1952)	0.173661538461538	0.0276291709943175	6.28544151749088	9.07791073439145e-05	Americas	1.65198415432892
Africa	Tunisia	(Intercept)	44.5553076923077	0.84660030865051	52.6285039552246	1.48496603854792e-13	Africa	1.55905632610629
Africa	Tunisia	I(year - 1952)	0.587843356643356	0.0260749679171478	22.5443558937907	6.63641884682522e-10	Africa	1.55905632610629
Europe	Turkey	(Intercept)	46.0223205128205	0.622880941459103	73.8862235935698	5.03295439737386e-15	Europe	1.14706605026026
Europe	Turkey	I(year - 1952)	0.49723986013986	0.0191844963896106	25.9188383182756	1.68085723443782e-10	Europe	1.14706605026026
Africa	Uganda	(Intercept)	44.275217948718	1.7309708029983	25.5782580919486	1.91511054142699e-10	Africa	3.18766831661272
Africa	Uganda	I(year - 1952)	0.121586013986014	0.0533132432064028	2.28059683998762	0.0457392779362016	Africa	3.18766831661272
Europe	United Kingdom	(Intercept)	68.8085256410257	0.240079443421066	286.607319062903	6.57635895699641e-21	Europe	0.442118165100038
Europe	United Kingdom	I(year - 1952)	0.185965734265734	0.00739435566087805	25.1496875176885	2.26228665886488e-10	Europe	0.442118165100038
Americas	United States	(Intercept)	68.4138461538462	0.22596946740044	302.757035899059	3.80137741624912e-21	Americas	0.416133946630722
Americas	United States	I(year - 1952)	0.184169230769231	0.00695977375925317	26.4619565433968	1.36978795973676e-10	Americas	0.416133946630722
Americas	Uruguay	(Intercept)	65.7416025641026	0.289799387945219	226.852109765428	6.81217193189747e-20	Americas	0.533679901201452
Americas	Uruguay	I(year - 1952)	0.183272027972027	0.00892571106562177	20.5330451125532	1.65920074387991e-09	Americas	0.533679901201452
Americas	Venezuela	(Intercept)	57.5133205128205	0.804649772469701	71.4762154673773	7.00797656388885e-15	Americas	1.48180233960527
Americas	Venezuela	I(year - 1952)	0.329721678321678	0.0247829073380945	13.3043986253725	1.100828599097e-07	Americas	1.48180233960527
Asia	Vietnam	(Intercept)	39.0100769230769	0.713339045812076	54.6865857856796	1.01308898650992e-13	Asia	1.31364912186802
Asia	Vietnam	I(year - 1952)	0.671615384615384	0.0219705716422993	30.5688625471329	3.28941194879279e-11	Asia	1.31364912186802
Asia	West Bank and Gaza	(Intercept)	43.7983974358975	1.07636654855591	40.6909686060561	1.92368618987697e-12	Asia	1.98218221702543
Asia	West Bank and Gaza	I(year - 1952)	0.601100699300699	0.0331516808273131	18.1318317593557	5.58508868965949e-09	Asia	1.98218221702543
Asia	Yemen, Rep.	(Intercept)	30.1302820512821	0.861121621422633	34.9895778966794	8.62025302908846e-12	Asia	1.58579804154085
Asia	Yemen, Rep.	I(year - 1952)	0.60545944055944	0.0265222188344686	22.8283856768642	5.86827352956713e-10	Asia	1.58579804154085
Africa	Zambia	(Intercept)	47.6580256410256	2.45918609404732	19.3795930110317	2.9197058303202e-09	Africa	4.52871277959789
Africa	Zambia	I(year - 1952)	-0.0604251748251749	0.0757419975511148	-0.797776356299512	0.443531781639336	Africa	4.52871277959789
Africa	Zimbabwe	(Intercept)	55.2212435897436	3.91270010500725	14.1133340424109	6.27004859971622e-08	Africa	7.20543069561591
Africa	Zimbabwe	I(year - 1952)	-0.0930209790209794	0.120509676957373	-0.771896343676062	0.458028982505967	Africa	7.20543069561591
